instruct_resp_simon.keys,instruct_resp_simon.corr,instruct_resp_simon.rt,trial_resp_simon.keys,trial_resp_simon.corr,trial_resp_simon.rt,kerr,target_onset,target_color,target_pos,target_file,target_resp,trials_train_simon.thisRepN,trials_train_simon.thisTrialN,trials_train_simon.thisN,trials_train_simon.thisIndex,trials_train_simon.ran,odd_target_resp,odd_target_file,even_target_file,even_target_resp,target_side,participant,session,date,expName,psychopyVersion,OS,frameRate,train_block_note_resp.keys,train_block_note_resp.rt,blocks_train.thisRepN,blocks_train.thisTrialN,blocks_train.thisN,blocks_train.thisIndex,blocks_train.ran,instruct_resp_timing.keys,instruct_resp_timing.corr,instruct_resp_timing.rt,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,instruct_resp.keys,instruct_resp.corr,instruct_resp.rt,trial_resp.keys,trial_resp.corr,trial_resp.rt,too_slow,too_soon,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,block_note_resp.keys,block_note_resp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
,,,,,,1,2.048642641,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,1,1.688,TRUE,FALSE,9,1,37,0,1,,,,,,,
,,,,,,1,1.561524302,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,0,1.271,FALSE,TRUE,9,2,38,2,1,,,,,,,
,,,,,,1,2.204919163,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,1,1.836,TRUE,FALSE,9,3,39,1,1,,,,,,,
,,,,,,1,1.540029548,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,0,0.92,FALSE,TRUE,10,0,40,2,1,,,,,,,
,,,,,,1,2.126030579,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,0,1.537,FALSE,FALSE,10,1,41,3,1,,,,,,,
,,,,,,1,1.710213442,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,0,1.403,FALSE,FALSE,10,2,42,0,1,,,,,,,
,,,,,,1,2.361033453,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,1.902,TRUE,FALSE,10,3,43,3,1,,,,,,,
,,,,,,1,2.442450141,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,0,2.103,TRUE,FALSE,11,0,44,2,1,,,,,,,
,,,,,,1,2.16781541,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,1,2.039,TRUE,FALSE,11,1,45,0,1,,,,,,,
,,,,,,1,1.952385833,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,0,1.519,FALSE,FALSE,11,2,46,2,1,,,,,,,
,,,,,,1,2.470977861,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,1,2.486,TRUE,FALSE,11,3,47,0,1,,,,,,,
,,,,,,1,2.157380422,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,1,2.487,TRUE,FALSE,12,0,48,0,1,,,,,,,
,,,,,,1,1.946549243,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,0,2.289,TRUE,FALSE,12,1,49,2,1,,,,,,,
,,,,,,1,1.864626361,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,0,3.137,TRUE,FALSE,12,2,50,3,1,,,,,,,
,,,,,,1,2.278515727,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,1,2.42,TRUE,FALSE,12,3,51,0,1,,,,,,,
,,,,,,1,2.494453623,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,1,2.238,TRUE,FALSE,13,0,52,2,1,,,,,,,
,,,,,,1,1.768069759,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,1,2.387,TRUE,FALSE,13,1,53,0,1,,,,,,,
,,,,,,1,1.631631044,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,1,1.689,TRUE,FALSE,13,2,54,0,1,,,,,,,
,,,,,,1,1.657557461,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,1.206,FALSE,TRUE,13,3,55,3,1,,,,,,,
,,,,,,1,1.842384815,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,1.868,TRUE,FALSE,14,0,56,1,1,,,,,,,
,,,,,,1,2.222326497,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,0,1.989,TRUE,FALSE,14,1,57,1,1,,,,,,,
,,,,,,1,1.628464298,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,0,1.121,FALSE,TRUE,14,2,58,2,1,,,,,,,
,,,,,,1,2.489573274,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,0,2.042,TRUE,FALSE,14,3,59,2,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,155.304,3,0,3,0,1
,,,,,,1,2.246755824,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,1,59.525,TRUE,FALSE,0,0,0,0,1,,,,,,,
,,,,,,1,2.104336948,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,1,1.677,TRUE,FALSE,0,1,1,1,1,,,,,,,
,,,,,,1,2.474329848,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,1,2.003,TRUE,FALSE,0,2,2,1,1,,,,,,,
,,,,,,0,2.094196073,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,1,1.586,FALSE,FALSE,0,3,3,0,1,,,,,,,
,,,,,,0,2.205546186,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,0,1.826,TRUE,FALSE,1,0,4,0,1,,,,,,,
,,,,,,0,2.027197009,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,1,1.604,TRUE,FALSE,1,1,5,1,1,,,,,,,
,,,,,,0,1.623656115,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,0,1.191,FALSE,TRUE,1,2,6,2,1,,,,,,,
,,,,,,0,2.322445014,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,0,1.288,FALSE,TRUE,1,3,7,1,1,,,,,,,
,,,,,,0,2.132160078,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,91.302,TRUE,FALSE,2,0,8,0,1,,,,,,,
,,,,,,0,1.905145606,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,1,1.387,FALSE,TRUE,2,1,9,1,1,,,,,,,
,,,,,,0,1.774857321,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,1,1.504,FALSE,FALSE,2,2,10,0,1,,,,,,,
,,,,,,0,1.846559029,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,1,1.419,FALSE,FALSE,2,3,11,0,1,,,,,,,
,,,,,,0,1.979011584,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,1,1.89,TRUE,FALSE,3,0,12,3,1,,,,,,,
,,,,,,0,2.406770359,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,1,1.87,TRUE,FALSE,3,1,13,2,1,,,,,,,
,,,,,,0,1.508392218,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,1,0.924,FALSE,TRUE,3,2,14,3,1,,,,,,,
,,,,,,1,2.246173076,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,0,1.487,FALSE,FALSE,3,3,15,0,1,,,,,,,
,,,,,,1,1.60445763,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,1.071,FALSE,TRUE,4,0,16,1,1,,,,,,,
,,,,,,1,2.467949764,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,0,1.859,TRUE,FALSE,4,1,17,2,1,,,,,,,
,,,,,,0,2.075360696,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,1,1.536,FALSE,FALSE,4,2,18,3,1,,,,,,,
,,,,,,1,1.919949064,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,0,1.522,FALSE,FALSE,4,3,19,0,1,,,,,,,
,,,,,,0,1.889546628,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,1,1.57,FALSE,FALSE,5,0,20,1,1,,,,,,,
,,,,,,0,1.799192928,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,1,2.139,TRUE,FALSE,5,1,21,2,1,,,,,,,
,,,,,,0,1.520007726,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,1,1.253,FALSE,TRUE,5,2,22,2,1,,,,,,,
,,,,,,0,2.018648632,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,1,2.41,TRUE,FALSE,5,3,23,3,1,,,,,,,
,,,,,,0,2.412275563,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,1,2.105,TRUE,FALSE,6,0,24,3,1,,,,,,,
,,,,,,0,1.621476397,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,1,1.29,FALSE,TRUE,6,1,25,3,1,,,,,,,
,,,,,,0,2.377556841,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,1,2.924,TRUE,FALSE,6,2,26,0,1,,,,,,,
,,,,,,0,1.898714953,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,1,1.353,FALSE,TRUE,6,3,27,1,1,,,,,,,
,,,,,,0,1.902120927,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,1,1.587,FALSE,FALSE,7,0,28,0,1,,,,,,,
,,,,,,0,2.311420764,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,0,2.588,TRUE,FALSE,7,1,29,3,1,,,,,,,
,,,,,,1,1.911075477,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,0,1.45,FALSE,FALSE,7,2,30,2,1,,,,,,,
,,,,,,1,1.607479534,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,1,1.172,FALSE,TRUE,7,3,31,2,1,,,,,,,
,,,,,,0,2.22484254,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,1,1.489,FALSE,FALSE,8,0,32,2,1,,,,,,,
,,,,,,0,2.195171296,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,1,2.304,TRUE,FALSE,8,1,33,2,1,,,,,,,
,,,,,,0,1.741948819,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,1,1.773,TRUE,FALSE,8,2,34,0,1,,,,,,,
,,,,,,0,2.418753131,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,1,1.789,TRUE,FALSE,8,3,35,0,1,,,,,,,
,,,,,,0,1.528966912,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,0,0.974,FALSE,TRUE,9,0,36,3,1,,,,,,,
,,,,,,1,1.988542677,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,0,1.587,FALSE,FALSE,9,1,37,1,1,,,,,,,
,,,,,,1,2.206809457,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,1,1.819,TRUE,FALSE,9,2,38,0,1,,,,,,,
,,,,,,1,2.076734841,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,0,2.571,TRUE,FALSE,9,3,39,3,1,,,,,,,
,,,,,,1,2.415018856,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,0,2.017,TRUE,FALSE,10,0,40,1,1,,,,,,,
,,,,,,0,1.951851942,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,1,1.453,FALSE,FALSE,10,1,41,1,1,,,,,,,
,,,,,,1,1.560091017,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,0,1.409,FALSE,FALSE,10,2,42,2,1,,,,,,,
,,,,,,1,2.275506862,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,1,1.639,TRUE,FALSE,10,3,43,2,1,,,,,,,
,,,,,,1,1.682247207,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,0,1.006,FALSE,TRUE,11,0,44,1,1,,,,,,,
,,,,,,1,1.654659226,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,0,1.155,FALSE,TRUE,11,1,45,2,1,,,,,,,
,,,,,,1,1.940623436,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,0,1.519,FALSE,FALSE,11,2,46,0,1,,,,,,,
,,,,,,1,1.995860009,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,0,1.487,FALSE,FALSE,11,3,47,1,1,,,,,,,
,,,,,,1,1.654136265,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,1.389,FALSE,TRUE,12,0,48,0,1,,,,,,,
,,,,,,1,2.069378695,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,1.394,FALSE,TRUE,12,1,49,3,1,,,,,,,
,,,,,,1,1.755571174,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,1.755,TRUE,FALSE,12,2,50,1,1,,,,,,,
,,,,,,1,1.861216508,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,1.386,FALSE,TRUE,12,3,51,3,1,,,,,,,
,,,,,,1,2.488990366,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,0,2.006,TRUE,FALSE,13,0,52,2,1,,,,,,,
